Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/165/735/GCF_000165735.1_genomic.fna.gz	0.0044	0.0021	96.44	0.073	93.99-96.95	0.050	0.04-0.11	1	1.031	129/7641	87.66	20	NZ_GL538175.1 Megasphaera micronuciformis F0359 Scfld5, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/116/605/GCA_019116605.1_genomic.fna.gz	0.0044	0.0025	95.90	0.072	93.47-96.43	0.050	0.04-0.11	1	1.024	124/9167	87.04	25	DXBI01000025.1 MAG TPA_asm: Candidatus Dorea faecipullorum isolate ChiGjej2B2-10896 ChiGjej2B2M5__C103489_L2564_SAMN08009833, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/465/535/GCA_934465535.1_genomic.fna.gz	0.0043	0.0018	97.06	0.070	94.41-97.46	0.048	0.04-0.12	1	1.123	130/6791	88.02	8	CAKSKV010000001.1 MAG: uncultured Clostridia bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.163 genome assembly, contig: Hadza_MoBio_hadza-A-D_J_22_1662__NODE_67_length_290285_cov_9.165612, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/548/705/GCA_900548705.1_genomic.fna.gz	0.0043	0.0029	98.10	0.070	95.96-100.39	0.048	0.02-0.09	1	1.037	299/11235	88.96	36	URLF01000001.1 uncultured Porphyromonadaceae bacterium isolate UMGS1111 genome assembly, contig: NODE_205_length_70590_cov_3.819125, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/395/735/GCA_023395735.1_genomic.fna.gz	0.0042	0.0021	96.61	0.070	93.37-97.12	0.048	0.04-0.13	1	1.106	132/8022	87.59	11	JAEWYI010000016.1 MAG: Cyanobacteria bacterium OH_SFB_17 k127_1016116, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/002/356/435/GCA_002356435.2_genomic.fna.gz	0.0042	0.0042	96.57	0.070	94.56-98.37	0.048	0.02-0.09	1	1.023	256/15733	87.56	12	AP018040.2 Petrimonas sp. IBARAKI DNA, complete genome
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/902/475/955/GCA_902475955.1_genomic.fna.gz	0.0042	0.0024	98.86	0.069	96.89-101.09	0.047	0.02-0.08	1	1.052	305/9212	89.59	127	CABSBM010000001.1 MAG TPA_asm: uncultured Oscillibacter sp. isolate MGYG-HGUT-02114 genome assembly, contig: GUT_GENOME129025_1, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/959/775/GCF_002959775.1_genomic.fna.gz	0.0042	0.0024	98.35	0.069	96.16-100.22	0.047	0.02-0.09	1	1.023	260/9222	89.13	497	NZ_PPCX01000010.1 Veillonella rogosae JCM 15642 Contig_10_len_561265, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/540/005/GCA_900540005.1_genomic.fna.gz	0.0041	0.0028	98.07	0.067	95.87-100.29	0.046	0.02-0.08	1	1.077	273/10857	88.80	144	UQEM01000001.1 uncultured Ruminococcus sp. isolate UMGS200 genome assembly, contig: NODE_48_length_48066_cov_6.971840, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/432/175/GCA_000432175.1_genomic.fna.gz	0.0040	0.0029	95.83	0.066	93.41-96.03	0.045	0.04-0.11	1	1.072	138/11384	86.73	80	HF989366.1 Eubacterium sp. CAG:786 genomic scaffold, scf34, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/943/912/265/GCA_943912265.1_genomic.fna.gz	0.0040	0.0033	98.91	0.066	97.42-100.77	0.045	0.02-0.07	1	1.130	423/13131	89.51	149	CALTTS010000001.1 MAG: uncultured Xanthomonas sp. isolate WHzOiGdaKN_bin.1.MAG genome assembly, contig: NODE_5_length_309382_cov_18.289089, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/136/315/GCF_004136315.1_genomic.fna.gz	0.0039	0.0070	96.74	0.065	95.28-98.53	0.045	0.02-0.07	1	1.028	458/28556	87.52	37	NZ_CP029562.1 Mesorhizobium sp. Pch-S chromosome, complete genome
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/545/865/GCA_900545865.1_genomic.fna.gz	0.0038	0.0031	98.74	0.063	96.80-101.23	0.043	0.02-0.08	1	1.050	382/13093	89.22	18	URAN01000001.1 uncultured Clostridiales bacterium isolate UMGS821 genome assembly, contig: NODE_20_length_179702_cov_7.747054, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/554/975/GCA_900554975.1_genomic.fna.gz	0.0038	0.0016	97.90	0.062	94.54-98.30	0.043	0.04-0.10	1	1.048	146/6618	88.42	43	USJI01000001.1 uncultured Ruminococcus sp. isolate UMGS1771 genome assembly, contig: NODE_955_length_28547_cov_3.106556, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/210/995/GCA_905210995.1_genomic.fna.gz	0.0037	0.0021	99.12	0.061	97.13-100.92	0.042	0.02-0.08	1	1.027	291/9031	89.51	17	CAJLZE010000001.1 MAG TPA_asm: uncultured Anaerotruncus sp. isolate ERR414264-bin.20 genome assembly, contig: NODE_83_length_83435_cov_6.343536, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/002/314/265/GCA_002314265.1_genomic.fna.gz	0.0037	0.0018	97.35	0.061	94.44-97.85	0.042	0.04-0.10	1	1.021	145/7884	87.91	19	DCEW01000057.1 MAG TPA_asm: Flavobacteriales bacterium UBA1820 UBA1820_contig_10125, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/621/645/GCF_000621645.1_genomic.fna.gz	0.0036	0.0039	95.10	0.060	92.68-95.28	0.041	0.04-0.10	1	1.020	151/17054	85.86	19	NZ_JHXR01000001.1 Vibrio cholerae ATCC 14035 T411DRAFT_scaffold00001.1_C, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/825/805/GCF_030825805.1_genomic.fna.gz	0.0036	0.0016	97.91	0.059	95.18-98.35	0.040	0.04-0.09	1	1.039	153/7287	88.28	173	NZ_JAPJPF010000040.1 MAG: Streptococcus sp. isolate RAGGC_127 NODE_1015_length_18231_cov_26.670169, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/659/475/GCA_934659475.1_genomic.fna.gz	0.0035	0.0016	99.53	0.058	97.38-101.21	0.040	0.02-0.08	1	1.042	259/7497	89.71	73	CAKUHX010000001.1 MAG: uncultured Oscillospiraceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_E_6_1152.251 genome assembly, contig: Hadza_MoBio_hadza-A-D_E_6_1152__NODE_2259_length_40360_cov_5.360996, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/021/021/555/GCF_021021555.1_genomic.fna.gz	0.0034	0.0033	98.72	0.056	96.70-100.85	0.038	0.02-0.08	1	1.016	374/14505	88.87	1	NZ_JAINWA010000001.1 Treponema zuelzerae strain DSM 1903 unitig_0, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/767/415/GCA_900767415.1_genomic.fna.gz	0.0034	0.0017	97.78	0.056	95.10-98.27	0.038	0.03-0.09	1	1.012	161/8375	88.03	13	CAAFYZ010000001.1 MAG TPA_asm: Clostridia bacterium, isolate HGM12654, WGS project CAAFYZ010000000 data, contig: SRS475967_92_k119_4921, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/020/555/865/GCA_020555865.1_genomic.fna.gz	0.0032	0.0019	99.28	0.054	96.76-100.56	0.037	0.02-0.08	1	1.036	279/9466	89.25	32	JAJCJJ010000001.1 Bacterium 210917-DFI.7.65 strain DFI.7.65 OHJDKNLD_1, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/544/215/GCF_001544215.1_genomic.fna.gz	0.0032	0.0026	99.46	0.053	97.57-101.98	0.036	0.02-0.06	1	1.073	398/12821	89.40	62	NZ_BCQB01000001.1 Enterococcus durans NBRC 100479 = LMG 10746 strain NBRC 100479, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/937/936/435/GCF_937936435.1_genomic.fna.gz	0.0032	0.0022	100.00	0.053	98.39-102.56	0.036	0.02-0.07	1	1.007	455/10998	90.24	0	NZ_CALDDG010000001.1 MAG: uncultured Sulfuricurvum sp. isolate SRR3330212_bin.113_CONCOCT_v1.1_MAG ERZ724084.671, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/545/955/GCA_900545955.1_genomic.fna.gz	0.0031	0.0020	97.65	0.052	94.93-97.95	0.036	0.03-0.08	1	1.035	173/10138	87.69	27	URAU01000001.1 uncultured Porphyromonadaceae bacterium isolate UMGS827 genome assembly, contig: NODE_1_length_224058_cov_20.877140, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/107/815/GCF_900107815.1_genomic.fna.gz	0.0030	0.0023	97.41	0.050	94.51-98.02	0.034	0.03-0.09	1	1.218	188/12174	87.41	33	NZ_FNRK01000066.1 Eubacterium aggregans strain SR12, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/431/515/GCA_000431515.1_genomic.fna.gz	0.0030	0.0020	99.39	0.050	97.22-101.09	0.034	0.02-0.07	1	1.023	300/10586	89.14	72	HF991279.1 Clostridium sp. CAG:632 genomic scaffold, scf2, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/016/907/815/GCF_016907815.1_genomic.fna.gz	0.0030	0.0027	97.70	0.049	95.18-98.69	0.034	0.02-0.07	1	1.012	243/14705	87.60	78	NZ_JAFBCQ010000001.1 Microbacterium aurum strain DSM 8600 Ga0451118_01, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/918/145/GCF_018918145.1_genomic.fna.gz	0.0028	0.0017	100.00	0.046	98.77-102.82	0.031	0.02-0.05	1	1.051	393/9762	90.16	196	NZ_JAHLPX010000007.1 Anaerotignum sp. MSJ-24 M-24_ctg0001, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/713/865/GCA_018713865.1_genomic.fna.gz	0.0027	0.0015	99.80	0.045	97.39-101.03	0.031	0.02-0.07	1	1.064	265/9052	89.23	1	DVOD01000018.1 MAG TPA_asm: Candidatus Limenecus avicola isolate CHK154-7741 CHK154__C102488_L64024_ERR2241939, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/029/289/235/GCA_029289235.1_genomic.fna.gz	0.0027	0.0028	99.72	0.045	97.46-102.31	0.031	0.01-0.06	1	1.059	472/16570	89.16	60	JARFTZ010000001.1 MAG: Gammaproteobacteria bacterium isolate SCS_cbin_148 SCS_cbin_148_cosample_000000158234, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/236/865/GCF_000236865.1_genomic.fna.gz	0.0026	0.0017	98.80	0.043	95.92-99.01	0.030	0.03-0.07	1	1.029	207/10103	88.21	352	NZ_HE611015.1 Senegalimassilia anaerobia JC110 strain type strain: JC110, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/150/225/GCA_003150225.1_genomic.fna.gz	0.0026	0.0010	100.00	0.043	97.19-100.99	0.029	0.03-0.08	1	1.000	210/5915	89.79	0	QAND01000021.1 MAG: Bacillota bacterium isolate CIM:MAG 959 contig_110950, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/550/625/GCA_900550625.1_genomic.fna.gz	0.0024	0.0012	100.00	0.040	96.86-100.88	0.028	0.02-0.07	1	1.018	225/7632	89.25	0	URSW01000001.1 uncultured Clostridiales bacterium isolate UMGS1312 genome assembly, contig: NODE_671_length_36933_cov_3.055724, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/027/286/305/GCF_027286305.1_genomic.fna.gz	0.0024	0.0027	98.36	0.039	95.99-99.23	0.027	0.02-0.06	1	1.020	301/18417	87.57	48	NZ_CP114599.1 Phenylobacterium sp. NIBR 498073 chromosome, complete genome
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/022/704/145/GCA_022704145.1_genomic.fna.gz	0.0023	0.0028	98.41	0.038	96.29-99.46	0.026	0.02-0.05	1	1.026	313/19640	87.50	16	JAKJGY010000299.1 MAG: Verrucomicrobia bacterium isolate UR.bin231 UR_contig_100429, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/667/845/GCA_934667845.1_genomic.fna.gz	0.0023	0.0017	99.19	0.038	96.68-99.64	0.026	0.02-0.06	1	1.075	241/11888	88.18	43	CAKUMQ010000001.1 MAG: uncultured Eubacteriales bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_N_6_2333.31 genome assembly, contig: Hadza_MoBio_hadza-E-H_N_6_2333__NODE_334_length_86119_cov_6.697880, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/002/068/835/GCA_002068835.1_genomic.fna.gz	0.0022	0.0017	99.22	0.037	96.48-99.77	0.025	0.02-0.06	1	1.057	246/12114	88.19	2	MWBB01000001.1 MAG: Acidobacteria bacterium ADurb.Bin340 BWY56_contig000001, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/904/424/815/GCA_904424815.1_genomic.fna.gz	0.0022	0.0016	100.00	0.036	99.58-103.99	0.025	0.01-0.05	1	0.940	533/11281	90.62	0	CAJGBI010000001.1 Puniceicoccaceae bacterium Marseille-Q1082 genome assembly, contig: contig00001, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/009/929/215/GCA_009929215.1_genomic.fna.gz	0.0021	0.0018	99.15	0.035	96.28-99.51	0.024	0.02-0.05	1	1.036	253/13465	87.97	152	SAAX01000178.1 MAG: Deltaproteobacteria bacterium isolate INTA.CYC.066 contig-100_102480, whole genome shotgun sequence
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCF/027/116/575/GCF_027116575.1_genomic.fna.gz	0.0020	0.0013	100.00	0.034	97.62-100.78	0.023	0.02-0.06	1	1.004	264/9599	89.05	0	NZ_CP098252.1 Oxalobacter sp. JAC-2022 strain Va3 chromosome, complete genome
../data/temp/barcode85.fastq.gz	gtdb_genomes_reps_r220/database/GCA/937/859/105/GCA_937859105.1_genomic.fna.gz	0.0019	0.0014	100.00	0.032	98.94-102.34	0.022	0.02-0.04	1	1.019	370/11279	89.56	0	CALMAD010000001.1 MAG TPA_asm: uncultured Propionibacteriaceae bacterium isolate ERR3519525_bin.84_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1505396.73814, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/352/935/GCF_014352935.1_genomic.fna.gz	5.3944	2.5781	99.72	110.086	NA-NA	HIGH	NA-NA	72	65.634	7829/8535	99.72	0	NZ_CP060694.1 Aliarcobacter cryaerophilus strain 16CS1292-4 chromosome, complete genome
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/020/605/GCF_000020605.1_genomic.fna.gz	2.6223	2.1398	99.35	53.514	NA-NA	HIGH	NA-NA	35	33.666	11448/14021	99.35	393	NC_012781.1 Agathobacter rectalis ATCC 33656, complete sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/813/325/GCF_000813325.1_genomic.fna.gz	1.7981	1.2051	98.97	36.695	NA-NA	HIGH	NA-NA	24	20.492	8138/11201	98.97	1	NZ_BBQE01000027.1 Sulfurospirillum cavolei NBRC 109482, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/368/045/GCF_000368045.1_genomic.fna.gz	1.6483	1.4069	99.08	33.637	NA-NA	HIGH	NA-NA	22	17.865	11263/15007	99.08	1542	NZ_KB849228.1 Acinetobacter johnsonii CIP 64.6 acLZl-supercont1.1, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/494/135/GCF_009494135.1_genomic.fna.gz	1.6483	1.3371	99.45	33.637	NA-NA	HIGH	NA-NA	22	21.631	12251/14513	99.45	33	NZ_VZCN01000152.1 Segatella copri strain iAK278 NODE_100_length_10823_cov_4.92608_ID_291, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/937/936/435/GCF_937936435.1_genomic.fna.gz	1.5734	0.9494	98.84	32.108	NA-NA	HIGH	NA-NA	21	19.644	7665/10998	98.84	4	NZ_CALDDG010000001.1 MAG: uncultured Sulfuricurvum sp. isolate SRR3330212_bin.113_CONCOCT_v1.1_MAG ERZ724084.671, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/834/235/GCF_002834235.1_genomic.fna.gz	1.4984	0.8507	99.10	30.579	NA-NA	HIGH	NA-NA	20	20.202	7586/10048	99.10	363	NZ_NNBY01000001.1 Ruminococcus bromii strain 5AMG contig000001, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	1.2737	1.5169	97.85	25.992	NA-NA	HIGH	NA-NA	17	15.505	10813/21223	97.85	963	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/917/135/GCA_001917135.1_genomic.fna.gz	1.1987	0.5401	99.14	24.464	NA-NA	HIGH	NA-NA	16	16.838	6270/8207	99.14	11	MNTT01000005.1 MAG: Acetobacter sp. 46_36 Ley3_66761_scaffold_11617, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/148/125/GCF_025148125.1_genomic.fna.gz	1.1238	1.2457	99.09	22.935	NA-NA	HIGH	NA-NA	15	15.052	14444/19168	99.09	1246	NZ_CP102267.1 Blautia wexlerae DSM 19850 chromosome, complete genome
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/006/716/905/GCF_006716905.1_genomic.fna.gz	1.0795	1.1878	99.21	22.031	NA-NA	HIGH	NA-NA	13	14.409	14437/18486	99.21	286	NZ_VFPV01000001.1 Acidovorax temperans strain DSM 7270 Ga0242573_11, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCA/959/599/425/GCA_959599425.1_genomic.fna.gz	1.0085	0.5335	99.84	20.581	NA-NA	HIGH	NA-NA	12	13.461	9042/9511	99.84	185	CAUGIA010000001.1 MAG TPA_asm: uncultured Phocaeicola sp. isolate SRR16280055_bin.21_MetaWRAP_v1.3_MAG genome assembly, contig: ERZ19289478.26, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/012/825/GCF_000012825.1_genomic.fna.gz	0.9720	1.1872	97.84	19.837	NA-NA	HIGH	NA-NA	14	12.974	10723/21133	97.84	7990	NC_009614.1 Phocaeicola vulgatus ATCC 8482, complete sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/258/735/GCA_003258735.1_genomic.fna.gz	0.9540	0.4275	98.81	19.468	NA-NA	HIGH	NA-NA	13	12.733	5676/8221	98.81	9	QHME01000026.1 MAG: Candidatus Melainabacteria bacterium isolate js4906-23-3_S14_33_15 js4906-23-3_S14_scaffold_11751, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	0.8251	1.0824	99.40	16.838	NA-NA	HIGH	NA-NA	11	11.013	19761/23841	99.40	346	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/010/669/225/GCF_010669225.1_genomic.fna.gz	0.8170	0.4964	98.94	16.673	NA-NA	HIGH	NA-NA	11	10.905	7759/10793	98.94	29	NZ_CP048627.1 Megamonas funiformis strain JCM 14723 chromosome, complete genome
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/834/225/GCF_002834225.1_genomic.fna.gz	0.8162	0.4154	97.01	16.658	NA-NA	HIGH	NA-NA	10	10.895	3532/9053	97.01	3123	NZ_NNSR01000001.1 Ruminococcus bromii strain ATCC 27255 contig000001, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/431/335/GCA_000431335.1_genomic.fna.gz	0.7642	0.2585	98.92	15.596	NA-NA	HIGH	NA-NA	10	10.200	4249/5958	98.92	35	FR888013.1 Clostridium sp. CAG:343 genomic scaffold, scf4, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/551/865/GCA_900551865.1_genomic.fna.gz	0.7550	0.2335	97.58	15.408	NA-NA	HIGH	NA-NA	9	10.077	2656/5676	97.58	1351	URXV01000001.1 uncultured Rickettsiales bacterium isolate UMGS1453 genome assembly, contig: NODE_6_length_215200_cov_8.100727, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/154/465/GCF_000154465.1_genomic.fna.gz	0.7345	0.4432	99.61	14.990	NA-NA	HIGH	NA-NA	10	9.804	9503/10726	99.61	234	NZ_DS499581.1 Alistipes putredinis DSM 17216 Scfld_02_11, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/060/485/GCA_018060485.1_genomic.fna.gz	0.7100	0.4496	99.35	14.490	NA-NA	HIGH	NA-NA	10	9.477	9454/11574	99.35	103	JAGOVZ010000266.1 MAG: Ottowia sp. isolate Gw_Inlet_bin_108 Gw_Inlet_100801_length_3080_cov_33.427023, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/148/445/GCF_025148445.1_genomic.fna.gz	0.6404	0.3820	99.09	13.070	NA-NA	HIGH	NA-NA	8	8.548	8053/10697	99.09	272	NZ_CP102270.1 Butyrivibrio crossotus strain DSM 2876 chromosome, complete genome
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/494/835/GCF_009494835.1_genomic.fna.gz	0.6326	0.5350	97.22	12.909	NA-NA	HIGH	NA-NA	8	8.443	6358/15250	97.22	5592	NZ_VZBE01000073.1 Segatella copri strain iAP1412 NODE_10_length_90835_cov_37.9181_ID_19, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/147/485/GCF_025147485.1_genomic.fna.gz	0.6299	0.6898	99.80	12.855	NA-NA	HIGH	NA-NA	8	8.408	18396/19545	99.80	147	NZ_CP102263.1 Bacteroides uniformis strain ATCC 8492 chromosome, complete genome
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/819/785/GCF_000819785.1_genomic.fna.gz	0.6264	0.6625	99.15	12.782	NA-NA	HIGH	NA-NA	8	8.360	14689/19149	99.15	39	NZ_CDBK01000001.1 Aeromonas caviae strain CECT 838, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/016/525/GCF_000016525.1_genomic.fna.gz	0.5500	0.2411	98.41	11.223	NA-NA	HIGH	NA-NA	7	7.340	4769/7834	98.41	1707	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/437/855/GCA_000437855.1_genomic.fna.gz	0.5431	0.1592	98.96	11.084	NA-NA	HIGH	NA-NA	7	7.250	3871/5356	98.96	365	FR902163.1 Clostridium sp. CAG:567 genomic scaffold, scf3, whole genome shotgun sequence
../data/temp/barcode84.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/337/155/GCF_014337155.1_genomic.fna.gz	0.5230	0.3641	99.14	10.672	NA-NA	HIGH	NA-NA	7	6.980	9617/12579	99.14	442	NZ_CP060632.1 Wujia chipingensis strain NSJ-4 chromosome, complete genome
