Contig_name	barcode01_MA_DS9_Crowfoot.fastq	barcode02_MA_DS9_Crowfoot.fastq	barcode03_MA_DS9_Crowfoot.fastq	barcode04_MA_DS9_Crowfoot.fastq	barcode05_MA_DS9_Crowfoot.fastq	barcode06_MA_DS9_Crowfoot.fastq	barcode07_MA_DS9_Crowfoot.fastq	barcode09_MA_DS9_Crowfoot.fastq	barcode10_MA_DS9_Crowfoot.fastq	barcode11_MA_DS9_Crowfoot.fastq	barcode12_MA_DS9_Crowfoot.fastq	barcode13_MA_DS9_Crowfoot.fastq	barcode18_1405Gb.fastq	barcode19_1405Gb.fastq	barcode20_1405Gb.fastq	barcode21_1405Gb.fastq	barcode22_1405Gb.fastq	barcode23_1405Gb.fastq	barcode24_1405Gb.fastq	barcode01_final_combined.fastq	barcode02_final_combined.fastq	barcode03_final_combined.fastq	barcode04_final_combined.fastq	barcode05_final_combined.fastq	barcode06_final_combined.fastq	barcode07_final_combined.fastq	barcode08_final_combined.fastq	barcode09_final_combined.fastq	barcode10_final_combined.fastq	barcode11_final_combined.fastq	barcode12_final_combined.fastq	barcode13_final_combined.fastq	barcode14_final_combined.fastq	17_set_barcode01.fastq	17_set_barcode02.fastq	17_set_barcode03.fastq	17_set_barcode04.fastq	17_set_barcode05.fastq	17_set_barcode06.fastq	17_set_barcode07.fastq	17_set_barcode08.fastq	17_set_barcode09.fastq
DWZP01000010.1 MAG TPA_asm: Candidatus Fusicatenibacter intestinipullorum isolate ChiBcec11-5794 ChiBcec11__C103443_L38326_SAMN08010034, whole genome shotgun sequence	99	0	88	0	111	108	86	139	0	103	52	0	0	0	58853	321	206	0	361	200	0	0	141	0	478	401	447	383	423	381	387	0	0	0	0	0	0	0	0	0	0	0
NZ_BJNV01000001.1 Zoogloea ramigera strain NBRC 15342 sequence001, whole genome shotgun sequence	240	229	0	227	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	539	0	0	261	0	566	536	613	0	0	0	0	0	0	672	0	0	960	0	572	0	0	0
UQMB01000001.1 uncultured Bacteroidales bacterium isolate UMGS409 genome assembly, contig: NODE_13_length_253188_cov_36.460568, whole genome shotgun sequence	117	59	0	85	147	233	94	240	155	232	301	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URNE01000001.1 uncultured bacterium isolate UMGS1153 genome assembly, contig: NODE_363_length_24501_cov_7.814486, whole genome shotgun sequence	146	160	81	171	190	121	147	212	83	135	131	0	0	0	0	0	0	0	0	81	75	0	0	0	91	0	0	925	1039	1113	152	0	0	161	0	0	0	0	0	0	0	0
USEE01000001.1 uncultured Clostridiales bacterium isolate UMGS1633 genome assembly, contig: NODE_876_length_21253_cov_3.448391, whole genome shotgun sequence	100	105	81	150	177	150	136	254	47	93	224	0	0	0	1065	1104	1165	906	0	408	2047	1642	1758	624	134	244	330	213	87	0	168	0	0	95	0	0	0	0	0	314	0	0
NZ_CP011789.1 Pseudomonas putida strain PC2 chromosome, complete genome	299	316	0	304	303	0	268	417	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONPA01000252.1 uncultured Desulfovibrio sp. isolate RUG514 genome assembly, contig: k87_60531679, whole genome shotgun sequence	110	42	35	97	140	42	42	76	0	0	19	0	0	0	1609	1496	1223	1195	0	420	266	376	293	2353	252	278	157	178	82	202	0	0	0	0	0	0	351	97	154	0	0	0
JAEUOE010000221.1 MAG: Dechloromonas sp. isolate new MAG-191 k141_1014458, whole genome shotgun sequence	123	208	142	200	348	218	203	271	125	195	262	0	0	0	1739	230	0	0	0	335	121	0	0	0	332	272	306	443	456	424	304	0	0	0	0	0	0	0	0	0	0	0
DPDV01000016.1 MAG TPA_asm: Clostridiales bacterium isolate UBA8271 contig_101, whole genome shotgun sequence	70	71	77	64	113	92	117	252	41	146	267	0	0	0	0	451	586	313	0	511	283	208	258	635	400	371	324	140	228	214	0	0	0	0	0	0	0	0	0	230	0	0
NZ_LT985188.1 Micropruina glycogenica isolate 1 chromosome 1, complete sequence	197	173	263	177	423	385	381	442	0	194	262	0	0	0	0	883	487	635	0	1627	1053	774	1131	1860	6525	5751	6308	725	851	693	1182	0	0	497	0	0	0	0	0	309	0	0
DOQR01000005.1 MAG TPA_asm: Oscillospiraceae bacterium isolate UBA11447 contig_1984, whole genome shotgun sequence	107	102	73	113	147	199	78	133	84	138	144	0	0	0	1207	2299	2223	2178	0	494	344	312	222	1456	380	451	404	415	369	344	0	0	0	78	0	0	274	215	0	228	0	0
NZ_AP028056.1 Brooklawnia sp. SH051 chromosome, complete genome	164	155	236	251	307	297	320	254	93	115	131	0	0	0	0	421	537	415	0	899	622	328	518	1467	516	532	579	0	79	255	1280	0	0	234	0	0	0	0	0	0	0	0
MNTT01000005.1 MAG: Acetobacter sp. 46_36 Ley3_66761_scaffold_11617, whole genome shotgun sequence	96	92	93	128	72	220	139	25	0	51	0	0	0	0	0	251	0	0	0	1204	677	356	398	778	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
HF993111.1 Eubacterium sp. CAG:180 genomic scaffold, scf4, whole genome shotgun sequence	95	84	124	54	81	152	180	168	86	131	234	0	0	0	32663	6969	5991	6289	355	1527	3553	1834	3161	2143	3813	3458	3791	1053	1285	1356	1512	0	0	401	45	0	987	320	121	2114	0	0
NZ_CP117466.1 Paracoccus marcusii strain MBLB0836 chromosome, complete genome	161	206	132	182	263	343	225	194	0	201	237	0	0	0	934	612	322	288	461	642	305	0	354	938	960	961	687	710	696	934	642	0	0	0	0	0	0	241	257	0	0	0
NC_015977.1 Roseburia hominis A2-183, complete sequence	181	0	0	140	199	0	0	232	0	269	265	0	0	0	15574	3695	3115	3382	0	218	1378	1211	1443	701	607	435	496	655	614	769	577	0	0	341	0	0	0	0	0	0	0	0
NZ_JAJEQE010000100.1 Hominisplanchenecus faecis strain CLA-AA-H246 NODE_100_length_1501_cov_195.508427, whole genome shotgun sequence	164	278	263	355	296	286	384	351	158	268	335	0	0	0	22994	10785	6379	6586	0	742	1942	1746	1850	1267	516	496	583	814	827	859	1360	0	0	0	0	0	1196	0	82	665	0	0
FR901528.1 Coraliomargarita sp. CAG:312 genomic scaffold, scf1, whole genome shotgun sequence	122	133	135	167	268	257	105	226	80	291	104	0	0	0	1550	9048	7751	7662	0	0	0	0	145	218	0	0	0	90	89	98	0	0	0	0	0	0	0	0	0	0	0	0
UQSF01000001.1 uncultured Clostridiales bacterium isolate UMGS596 genome assembly, contig: NODE_6_length_233473_cov_17.826093, whole genome shotgun sequence	102	0	0	0	127	181	125	158	0	0	0	0	0	0	1869	833	669	847	0	639	3105	1673	1818	1390	601	441	533	276	281	348	525	0	0	0	0	0	0	0	0	759	0	0
NZ_CP040910.1 Limosilactobacillus fermentum strain DSM 20052 chromosome	94	164	77	101	193	144	161	168	68	204	147	84071	1150	694308	3633	3253	2793	2432	928	158	128	88	263	304	264	205	239	157	149	79	206	114715	0	360	383	365	383	577	219	443	77452	174
QQXM01000087.1 Erysipelotrichaceae bacterium 7770_A6 NODE_100_length_611_cov_1263.831421, whole genome shotgun sequence	113	188	109	170	307	247	348	428	197	379	444	0	0	0	1041	461	289	593	0	440	0	168	204	361	573	469	561	224	249	307	1096	0	0	377	78	0	820	834	439	747	0	0
NZ_FNBB01000028.1 Agrobacterium pusense strain LMG 25623, whole genome shotgun sequence	260	287	0	248	449	283	411	0	0	0	0	0	0	0	0	0	0	0	527	0	300	156	0	833	821	705	723	582	276	239	1722	0	0	0	0	0	0	0	0	545	0	0
URHT01000001.1 uncultured Clostridiales bacterium isolate UMGS1012 genome assembly, contig: NODE_19_length_133884_cov_7.023455, whole genome shotgun sequence	90	0	0	90	117	0	196	160	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	716	355	397	378	584	680	726	421	0	0	0	0	0	510	508	67	397	0	0
NZ_JACOGK010000001.1 Megasphaera hominis strain NSJ-59 N28_ctg001, whole genome shotgun sequence	132	143	128	168	383	199	294	122	55	193	219	0	0	0	0	0	0	0	0	83	0	0	0	0	284	233	291	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAOQKI010000001.1 Roseburia amylophila strain Sanger_19 .13414_6_70.1, whole genome shotgun sequence	142	159	246	258	287	260	301	222	0	160	201	0	0	0	7988	14300	11743	11841	0	688	428	464	381	2420	1429	1314	1322	2031	2300	2324	2795	0	0	370	0	0	0	0	0	461	0	0
HF986506.1 Firmicutes bacterium CAG:791 genomic scaffold, scf10, whole genome shotgun sequence	119	114	136	89	168	116	155	244	67	126	197	0	0	0	1195	0	0	0	0	0	970	674	734	1013	359	354	369	0	0	164	0	0	0	0	0	0	1113	1086	880	0	0	0
FR899742.1 Firmicutes bacterium CAG:460 genomic scaffold, scf3, whole genome shotgun sequence	54	50	45	79	92	129	160	80	17	105	47	0	0	0	0	331	247	457	0	50	0	0	0	0	70	123	103	111	249	303	146	0	0	70	0	0	0	0	0	66	0	0
DVOD01000018.1 MAG TPA_asm: Candidatus Limenecus avicola isolate CHK154-7741 CHK154__C102488_L64024_ERR2241939, whole genome shotgun sequence	102	167	0	19	143	163	123	0	0	0	29	0	0	0	0	150	0	0	0	0	114	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_003228.3 Bacteroides fragilis NCTC 9343, complete sequence	256	399	506	316	664	534	622	0	0	0	0	0	0	0	0	5212	4545	4390	0	1042	668	0	597	0	796	776	840	2753	2529	2780	1727	0	0	0	0	0	0	0	0	694	0	0
NZ_JAAXCM010000047.1 Coprococcus catus strain VPIC661 NODE_10_length_119888_cov_151.841_ID_19, whole genome shotgun sequence	176	273	239	178	355	380	326	392	188	313	302	0	0	0	7361	6678	6255	6272	1537	722	1106	1056	932	866	605	574	628	652	741	517	1160	0	0	0	0	0	0	0	0	1468	0	0
JAJXEL010000174.1 MAG: Alphaproteobacteria bacterium isolate C13_60.fa NODE_10008_length_3395_cov_5.319162, whole genome shotgun sequence	102	134	109	175	186	161	136	116	48	109	162	0	0	0	0	944	793	839	0	352	241	0	0	270	0	0	0	393	324	263	436	0	0	0	0	0	0	0	0	0	0	0
USGS01000001.1 uncultured Clostridiales bacterium isolate UMGS1702 genome assembly, contig: NODE_64_length_122680_cov_5.256813, whole genome shotgun sequence	84	130	91	114	206	179	180	204	99	132	189	0	0	0	1692	2008	1644	1966	0	614	14368	8964	12471	841	569	556	628	909	1082	1028	708	0	0	0	0	0	0	0	0	0	0	0
FR880004.1 Clostridium sp. CAG:245 genomic scaffold, scf3, whole genome shotgun sequence	70	99	151	82	147	92	125	108	0	153	99	0	0	0	26308	2400	1834	1678	0	364	145	0	0	442	560	486	395	390	292	439	228	0	0	178	0	0	161	0	0	63	0	0
NZ_BJNE01000001.1 Glutamicibacter nicotianae strain NBRC 14234 sequence01, whole genome shotgun sequence	170	97	93	93	270	270	244	309	54	70	179	0	0	0	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN483073.1 Lysinibacillus sp. 13S34_air genome assembly PRJEB5506_assembly_1, scaffold CONTIG000001	124	107	0	160	149	131	169	340	84	196	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_BBIQ01000046.1 Pseudomonas fulva NBRC 16637 = DSM 17717 strain NBRC 16637, whole genome shotgun sequence	229	293	188	341	545	385	299	413	0	249	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFFJ01000029.1 MAG: Oscillospiraceae bacterium isolate W0P39.008 Contig1000, whole genome shotgun sequence	84	155	0	66	0	0	0	0	0	69	0	0	0	0	1858	0	0	0	0	440	8284	5782	7447	1351	564	467	337	485	560	515	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP027706.1 Pseudomonas sessilinigenes strain CMR12a chromosome, complete genome	328	304	314	392	567	502	375	358	0	277	478	0	0	0	3420	994	851	1093	1799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167	1946	0	0	0	0
USDP01000001.1 uncultured Clostridiales bacterium isolate UMGS1621 genome assembly, contig: NODE_647_length_45097_cov_3.755917, whole genome shotgun sequence	80	108	0	0	111	34	117	80	0	68	54	0	0	0	4307	2349	2363	2373	102	173	381	324	493	929	437	459	421	365	310	276	827	0	0	257	0	0	309	279	168	78	0	0
NZ_NPJJ01000001.1 Prevotella sp. P5-108 contig1, whole genome shotgun sequence	138	199	192	266	298	294	288	416	0	360	340	0	0	0	3988	2590	2380	2466	247	279	0	0	0	374	403	296	397	2471	2650	2554	942	0	0	0	0	0	3055	3580	415	0	0	0
NZ_WIQU01000009.1 Pectinatus frisingensis strain MB174 PFRB_1.1, whole genome shotgun sequence	138	220	124	182	328	255	236	207	220	302	242	0	0	0	0	0	289	0	84	1023	710	479	623	1572	851	873	812	572	694	676	820	0	0	0	0	0	549	324	522	762	0	0
NZ_JAOQJT010000001.1 Coprococcus aceti strain H2_11 .13414_6_27.1, whole genome shotgun sequence	152	248	196	199	216	343	236	299	346	236	272	0	178	111	96108	103227	85219	87603	644	662	585	451	555	903	1332	1290	1296	1909	1978	2038	1198	0	0	0	0	0	768	769	0	635	0	0
NZ_AP012322.1 Bifidobacterium angulatum DSM 20098 = JCM 7096 chromosome, complete genome	95	98	0	0	0	123	116	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HF995253.1 Proteobacteria bacterium CAG:495 genomic scaffold, scf9, whole genome shotgun sequence	80	36	62	85	72	108	130	125	0	18	0	0	0	0	116038	702	586	550	0	104	219	272	241	0	0	0	0	0	0	0	0	0	0	198	0	110	0	0	0	107	0	0
NZ_CP014164.1 Aerococcus viridans strain CCUG4311 chromosome, complete genome	103	0	0	0	145	0	119	182	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_BJZE01000001.1 Weissella confusa strain NBRC 106469 sequence01, whole genome shotgun sequence	100	0	126	97	99	152	207	0	0	0	106	0	0	0	1171	0	0	398	2754	279	150	0	190	266	255	288	120	0	0	0	228	0	0	409	0	0	0	0	0	0	0	0
HF999600.1 Ruminococcus sp. CAG:488 genomic scaffold, scf1, whole genome shotgun sequence	102	105	107	87	191	176	108	95	147	0	142	0	0	0	0	24041	19693	20309	0	113	66	0	0	600	280	215	213	310	294	363	460	0	0	90	0	0	211	192	0	178	0	0
JACJXJ010000001.1 MAG: Prevotellaceae bacterium isolate HK-STAS-BACT-9 HK-STAS-BACT-9_1, whole genome shotgun sequence	57	0	109	0	0	90	87	155	80	0	0	0	0	0	1881	0	165	271	84	97	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	1937	4267	0	0	0	0
JALCSJ010000001.1 MAG: Acidaminococcaceae bacterium isolate UW_MP_ACID2_2 Ga0455774_000133, whole genome shotgun sequence	66	42	50	0	49	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_LT630450.1 Desulfovibrio piger strain FI11049 isolate FI11049 chromosome I, complete sequence	128	0	0	0	0	0	0	348	106	0	0	0	0	0	0	0	0	0	0	0	0	0	498	975	241	435	324	469	497	446	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JABWRD020000001.1 Pseudomonas shirazensis strain SWRI56 1, whole genome shotgun sequence	216	191	0	269	282	252	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR880084.1 Clostridium sp. CAG:524 genomic scaffold, scf2, whole genome shotgun sequence	57	45	63	59	110	183	97	95	46	156	70	0	0	0	0	170	0	67	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	58	0	0	0	0	0	0	0	0
CATZCM010000001.1 MAG TPA_asm: uncultured Eubacteriales bacterium isolate ERR9762707_bin.21_MetaWRAP_v1.3_MAG genome assembly, contig: ERZ18534060.62, whole genome shotgun sequence	73	63	0	0	65	34	70	158	0	69	78	0	0	0	2508	0	0	0	84	373	0	174	167	0	223	235	373	113	265	200	0	0	0	0	0	0	0	0	0	0	0	0
JALCDQ010000001.1 MAG: Prevotella sp. isolate UW_TS_PREV2_1 Ga0455801_000001, whole genome shotgun sequence	115	118	144	0	209	238	186	210	0	235	75	0	0	0	0	0	0	0	0	713	0	264	151	0	191	0	365	430	362	435	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP066306.1 Pseudomonas putida strain BR-PH17 chromosome, complete genome	263	0	0	0	351	461	0	0	0	0	0	0	0	0	2520	2761	2041	2025	3230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1134	0	0	0	0	0	0	0	0
NZ_CP036186.1 Stutzerimonas stutzeri strain ATCC 14405 chromosome, complete genome	206	0	0	245	0	307	158	0	0	0	0	0	0	0	1787	0	0	0	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	525	305	0	0	0
CALMPQ010000001.1 MAG TPA_asm: uncultured Propioniciclava sp. isolate ERR3519524_bin.60_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1505399.3821, whole genome shotgun sequence	110	175	68	170	287	208	232	98	0	0	172	0	0	0	0	0	0	0	0	241	0	0	111	189	856	865	790	137	183	239	749	0	0	160	0	0	0	0	0	130	0	0
NZ_QUIV01000001.1 Clostridium sp. AM33-3 AM33-3.Scaf1, whole genome shotgun sequence	143	140	0	146	0	0	0	0	0	0	135	0	0	0	2177	2038	1925	2000	0	0	0	0	0	343	405	292	311	0	215	0	514	0	0	0	0	0	0	0	0	691	0	0
CAJJPZ010000001.1 MAG TPA_asm: uncultured Eubacterium sp. isolate ERR260134-bin.27 genome assembly, contig: NODE_413_length_55073_cov_4.754353, whole genome shotgun sequence	107	0	0	32	51	0	108	130	45	81	60	0	0	0	366	1707	1214	1390	0	195	235	381	273	422	198	316	159	0	0	0	0	0	0	126	0	0	0	0	0	63	0	0
HF995976.1 Bacteroides sp. CAG:545 genomic scaffold, scf10, whole genome shotgun sequence	118	101	0	124	63	0	0	372	0	0	256	0	0	0	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	231	259	0	0	0	0	0	0	0	0	0	0	0	0
CP107220.1 MAG: Oscillospiraceae bacterium isolate KR001_HAM_0053 chromosome, complete genome	86	92	78	99	184	160	183	177	72	110	87	0	0	0	1384	12432	10404	11053	99	483	392	303	358	1552	282	179	261	241	344	214	621	0	0	420	0	0	222	170	0	493	0	0
URSW01000001.1 uncultured Clostridiales bacterium isolate UMGS1312 genome assembly, contig: NODE_671_length_36933_cov_3.055724, whole genome shotgun sequence	78	84	0	61	138	0	78	97	0	65	110	0	0	0	1183	702	842	686	0	211	106	0	75	279	0	0	0	89	102	0	157	0	0	0	0	0	0	0	0	111	0	0
FR895120.1 Eggerthella sp. CAG:298 genomic scaffold, scf28, whole genome shotgun sequence	78	42	37	0	0	0	0	97	0	115	0	0	0	0	7550	1978	1305	1576	0	0	0	90	60	525	571	548	658	216	328	274	226	0	0	0	0	0	0	0	0	0	0	0
NZ_UQKD01000001.1 Uncultured Alistipes sp. isolate UMGS368, whole genome shotgun sequence	134	0	0	274	222	252	0	0	0	0	0	0	0	0	1443	1094	983	1195	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AYYT01000001.1 Ligilactobacillus salivarius DSM 20555 = ATCC 11741 strain DSM 20555 Scaffold1, whole genome shotgun sequence	86	62	71	97	97	79	169	34	0	0	0	0	0	0	130	170	0	0	0	496	114	118	0	426	471	578	481	393	488	435	0	0	0	199	0	0	0	205	0	0	0	0
LVAC01000001.1 MAG: Campylobacterales bacterium Epsilon_01 _contig_12173, whole genome shotgun sequence	117	0	86	0	0	0	0	0	0	0	0	0	0	0	3787	3153	2801	2602	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	1213	1009	814	451	877	0	0	0	0
NZ_AUEF01000001.1 Jeotgalicoccus psychrophilus DSM 19085 H625DRAFT_scaffold00001.1_C, whole genome shotgun sequence	100	150	167	195	191	275	180	166	85	136	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_BCVN01000001.1 Lactococcus raffinolactis NBRC 100932, whole genome shotgun sequence	93	0	0	94	44	0	0	0	0	43	0	0	0	0	0	0	0	0	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNUZ01000039.1 MAG TPA_asm: Lachnospiraceae bacterium isolate UBA11774 contig_1120, whole genome shotgun sequence	94	84	51	92	129	93	127	117	0	81	73	0	0	0	2378	2048	1900	1813	0	245	828	631	754	470	220	256	211	233	321	265	265	0	0	0	0	0	0	0	0	136	0	0
NZ_JABAEB010000001.1 Shewanella oncorhynchi strain S-1 Seq1, whole genome shotgun sequence	215	261	150	283	305	0	360	380	0	125	303	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JADJQH010000001.1 MAG: Dokdonella sp. isolate Fred_18-Q3-R57-64_MAXAC.209 tig00350923-10-3421610, whole genome shotgun sequence	159	0	0	0	277	205	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP102294.1 Alistipes ihumii AP11 chromosome, complete genome	118	49	95	177	147	170	186	80	161	50	141	0	0	0	615	1747	1313	1508	57	373	248	568	354	224	148	0	51	555	754	650	0	0	0	0	0	0	0	0	0	0	0	0
NZ_VRYY01000111.1 Cupidesulfovibrio oxamicus strain NCIMB 9442 NODE_1, whole genome shotgun sequence	171	229	326	207	380	320	290	306	0	168	149	0	0	0	650	1124	1272	856	0	362	439	0	182	279	0	0	0	270	395	274	415	0	0	0	0	0	0	505	0	0	0	0
CALXXL010000001.1 MAG: uncultured Victivallaceae bacterium isolate BRZ_AG__bin40 genome assembly, contig: BRZ_AG__NODE_36_length_270238_cov_9.024337, whole genome shotgun sequence	99	167	143	150	252	136	147	114	0	30	70	0	0	0	1207	0	0	144	0	241	294	277	510	113	0	0	0	173	184	164	0	0	0	0	0	0	0	0	0	0	0	0
NZ_QEKH01000001.1 Victivallis vadensis strain DSM 14823 Ga0215691_101, whole genome shotgun sequence	217	151	183	0	188	179	167	0	0	142	0	0	0	0	3159	0	0	0	0	671	454	300	542	312	0	0	0	1260	908	971	280	0	0	0	0	0	0	0	0	0	0	0
CAKXHL010000001.1 MAG: uncultured bacterium isolate MTG243_bin.11.fa genome assembly, contig: NODE_1_length_265071_cov_8.077100, whole genome shotgun sequence	88	95	0	59	0	63	106	89	0	74	142	0	0	0	1858	984	603	847	0	0	0	0	0	411	152	167	239	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP011526.1 Staphylococcus aureus strain DSM 20231 chromosome, complete genome	115	133	53	146	202	136	147	179	69	163	197	117985	711	361058	1858	1215	1132	1084	644	95	171	182	113	389	425	393	416	139	346	150	527	190029	0	171	349	367	765	521	233	653	139023	62
NZ_KQ410723.1 Shinella sp. SUS2 scf_44948_1, whole genome shotgun sequence	288	562	304	417	435	649	393	645	246	298	511	0	0	0	2011	1456	1256	1135	0	1551	879	950	891	1702	5435	4920	5096	840	798	652	744	0	0	593	0	0	0	0	183	1350	0	0
NZ_FR883346.1 Clostridium sp. CAG:221, whole genome shotgun sequence	127	204	167	230	241	145	338	279	168	308	251	0	0	0	5207	2108	1421	1780	48	433	902	707	854	1052	1063	1082	1134	424	495	344	1237	0	0	63	0	0	943	757	0	0	0	0
NZ_LN999822.1 Clostridium sp. AT4 strain AT5, whole genome shotgun sequence	138	0	0	122	186	0	0	0	0	0	0	0	0	0	0	672	1033	644	0	326	0	0	0	0	976	1006	1045	657	770	687	512	0	0	513	0	0	0	0	0	1686	0	0
NZ_GL732449.1 Streptococcus parasanguinis ATCC 903 SCAFFOLD1, whole genome shotgun sequence	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_BGZJ01000001.1 Mesosutterella multiformis strain 4NBBH2 sequence1, whole genome shotgun sequence	105	184	233	114	161	251	178	179	0	151	291	0	0	0	0	451	380	389	0	167	152	70	57	0	1197	911	1289	522	511	676	564	0	0	128	0	0	0	0	0	0	0	0
NZ_JAOQJL010000001.1 Blautia ammoniilytica strain Sanger_23 .13470_2_81.1, whole genome shotgun sequence	156	252	290	337	309	293	448	507	0	431	501	0	0	0	8793	2259	2189	2161	316	738	1909	1799	1996	977	683	677	818	0	0	761	1243	0	0	399	0	0	818	686	405	0	0	0
FR884056.1 Oscillibacter sp. CAG:241 genomic scaffold, scf4, whole genome shotgun sequence	78	63	93	111	115	165	169	116	0	141	0	0	0	0	1704	1285	1082	949	0	290	371	288	376	1109	1181	1147	1052	605	581	663	1432	0	0	202	135	0	0	0	0	521	0	0
JARJBJ010000010.1 Opitutae bacterium KCR 482 Scaffold_10_cov_245.65, whole genome shotgun sequence	96	51	16	62	117	110	100	237	104	155	74	0	0	0	165	482	512	576	232	307	82	0	89	255	50	209	0	746	662	667	332	0	0	0	0	0	0	0	0	0	0	0
URWD01000001.1 uncultured Tenericutes bacterium isolate UMGS1410 genome assembly, contig: NODE_81_length_80329_cov_7.985599, whole genome shotgun sequence	42	22	19	16	35	116	45	37	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	120	127	54	131	201	185	59	0	0	0	0	0	0	0	0	0	0	0
NZ_MRCM01000001.1 Flavobacterium sp. ACN2 BSF41_contig000001, whole genome shotgun sequence	209	230	114	0	0	0	142	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_008261.1 Clostridium perfringens ATCC 13124, complete sequence	124	106	92	0	67	161	116	365	203	342	327	0	0	0	0	411	0	110	0	697	443	0	434	1454	505	336	205	0	0	0	380	0	0	0	0	0	0	0	0	812	0	0
NZ_VLKR01000001.1 Sphingobacterium siyangense strain CGMCC 1.6855 IQ31DRAFT_scaffold00001.1, whole genome shotgun sequence	241	277	430	505	481	320	442	576	296	391	339	0	0	0	390	1024	289	313	67835	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1395	2786	694	1623	0	0
NZ_JH815198.1 Slackia piriformis YIT 12062 supercont1.1, whole genome shotgun sequence	80	0	0	53	188	48	87	255	0	0	231	0	0	0	0	0	0	169	0	0	0	0	0	0	325	457	483	110	339	229	66	0	0	0	0	0	0	0	0	570	0	0
DJET01000029.1 MAG TPA_asm: Ruminococcaceae bacterium UBA5891 UBA5891_contig_1035, whole genome shotgun sequence	90	114	0	0	0	126	0	174	0	106	117	0	0	0	0	321	305	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGOBZ010000398.1 MAG: Kiritimatiellae bacterium isolate Go_SlDig_bin_208 Go_SlDig_100176_length_3514_cov_8.316504, whole genome shotgun sequence	134	51	58	128	0	118	193	273	0	130	361	0	0	0	579	0	0	0	0	101	0	0	0	808	733	580	563	250	427	437	0	0	0	0	0	0	0	0	0	0	0	0
